encoder,gold_mode,variant,case_id,task_id,gold_text,answer,cosine_similarity
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,planets_count__hinglish,planets_count,Eight,"हमारे सौर मंडल में 8 ग्रह हैं: बुध, शुक्र, पृथ्वी, मंगल, बृहस्पति, शनि, यूरेनस और नेपच्यून।",0.5400590300559998
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,en,freedom_year__en,freedom_year,1947,"India gained independence in 1947, following a prolonged struggle for freedom led by leaders such as Mahatma G",0.379974901676178
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hi,freedom_year__hi,freedom_year,1947,"भारत को 1947 में स्वतंत्रता मिली, जो 15 अगस्त 1947 को प्राप्त हुई।",0.5088909268379211
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,freedom_year__hinglish,freedom_year,1947,"1947, 15 अगस्त 1947 को भारत को आज़ादी मिली।",0.5110527276992798
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,en,water_formula__en,water_formula,H2O,The chemical formula of water is H₂O. It indicates that each molecule contains two hydrogen atoms bonded to one oxygen atom.,0.6674171686172485
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hi,water_formula__hi,water_formula,H2O,पानी का रासायनिक सूत्र H₂O है। यह दो हाइड्रोजन परमाणु और एक ऑक्सीजन परमाणु से बना होता है।,0.6981781721115112
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,water_formula__hinglish,water_formula,H2O,पानी का रासायनिक सूत्र H₂O है। यह दो हाइड्रोजन और एक ऑक्सीजन परमाणु से बना होता है।,0.7008075714111328
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,en,national_animal_india__en,national_animal_india,Bengal tiger,"The national animal of India is the Bengal tiger (Panthera tigris tigris). It symbolizes strength, grace, and the rich wildlife heritage of the country.",0.719008207321167
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hi,national_animal_india__hi,national_animal_india,Bengal tiger,"भारत का राष्ट्रीय पशु बंगाल टाइगर है, जो देश के समृद्ध वन्यजीवन का प्रतीक माना जाता है।",0.7761738300323486
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,national_animal_india__hinglish,national_animal_india,Bengal tiger,भारत का राष्ट्रीय पशु बाघ है। यह देश के समृद्ध वन्यजीवन और सांस्कृतिक विरासत का प्रतीक माना जाता है।,0.6756805181503296
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,en,largest_ocean__en,largest_ocean,Pacific Ocean,"The Pacific Ocean is the largest ocean on Earth, covering about 46.6 million square miles and containing more than 30 % of the planet’s surface.",0.584586501121521
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hi,largest_ocean__hi,largest_ocean,Pacific Ocean,पृथ्वी का सबसे बड़ा महासागर प्रशांत महासागर है। यह दुनिया का सबसे बड़ा और गहरा महासागर है।,0.6921217441558838
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,largest_ocean__hinglish,largest_ocean,Pacific Ocean,"सबसे बड़ा महासागर प्रशांत महासागर (Pacific Ocean) है, जो पृथ्वी के कुल समुद्री क्षेत्र का लगभग 46% हिस्सा घेरता है।",0.6639204025268555
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,en,sun_rise_direction__en,sun_rise_direction,East,"The sun rises in the east, because the Earth rotates from west to east, making the sun appear to move across the eastern horizon.",0.6674855947494507
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hi,sun_rise_direction__hi,sun_rise_direction,East,सूर्य पूर्व दिशा में उगता है। यह पृथ्वी के घूर्णन के कारण होता है।,0.4808841049671173
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,sun_rise_direction__hinglish,sun_rise_direction,East,Suraj purvi (east) disha mein ugta hai. Isse din ki shuruaat hoti hai aur prakash ki pehli kiranen dharti par pahunchtī hain.,0.2852328419685364
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,en,days_in_leap_year__en,days_in_leap_year,366,A leap year has 366 days. The extra day is added to February to keep the calendar year synchronized with the astronomical year.,0.3389807939529419
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hi,days_in_leap_year__hi,days_in_leap_year,366,"एक लीप वर्ष में 366 दिन होते हैं, क्योंकि 29 फरवरी को जोड़कर सामान्य 365 दिनों से एक दिन अधिक हो जाता है।",0.5080088376998901
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,days_in_leap_year__hinglish,days_in_leap_year,366,"एक लीप वर्ष में 366 दिन होते हैं, क्योंकि फरवरी में एक अतिरिक्त दिन (29 फरवरी) जोड़ दिया जाता है।",0.499713271856308
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,en,father_of_nation_india__en,father_of_nation_india,Mahatma Gandhi,"Mahatma Gandhi is known as the Father of the Nation in India, having led the non‑violent struggle for independence from British rule.",0.8106710910797119
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,father_of_nation_india__hinglish,father_of_nation_india,Mahatma Gandhi,"भारत में राष्ट्रपिता के रूप में महात्मा गांधी को जाना जाता है, क्योंकि उन्होंने स्वतंत्रता संग्राम में अहिंसात्मक संघर्ष के माध्यम से देश को स्वतंत्रता दिलाई।",0.8271548748016357
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,en,boiling_point_water_c__en,boiling_point_water_c,100 degrees Celsius,Water boils at 100 °C at sea level. This is the standard boiling point under normal atmospheric pressure.,0.7070887088775635
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hi,boiling_point_water_c__hi,boiling_point_water_c,100 degrees Celsius,समुद्र तल पर पानी 100 °C पर उबलता है। यह मान मानक वायुमंडलीय दबाव (1 atm) पर लागू होता है।,0.7589151859283447
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,boiling_point_water_c__hinglish,boiling_point_water_c,100 degrees Celsius,पानी समुद्र तल पर मानक वायुमंडलीय दाब (1 atm) पर 100 °C पर उबलता है।,0.7580806612968445
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,capital_maharashtra__en,capital_maharashtra,Mumbai,"Mumbai is the capital of Maharashtra, and it is also the largest city in India.",0.7811574935913086
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hi,capital_maharashtra__hi,capital_maharashtra,मुंबई,महाराष्ट्र की राजधानी मुंबई है। यह भारत का एक प्रमुख आर्थिक और सांस्कृतिक केंद्र है।,0.7940165996551514
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,capital_maharashtra__hinglish,capital_maharashtra,Mumbai,"Maharashtra ki rajdhani Mumbai hai, jo ki Bharat ka ek mahatvapurn arthik aur samajik kendra bhi hai.",0.7207597494125366
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,planets_count__en,planets_count,Eight,"There are eight planets in our solar system. They are Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",0.5479809045791626
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hi,planets_count__hi,planets_count,आठ,"हमारे सौर मंडल में 8 ग्रह हैं: बुध, शुक्र, पृथ्वी, मंगल, बृहस्पति, शनि, यूरेनस और नेपच्यून। यह संख्या 2006 में प्लूटो को बौना ग्रह घोषित करने के बाद तय हुई।",0.5127488374710083
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,planets_count__hinglish,planets_count,Aath,"हमारे सौर मंडल में 8 ग्रह हैं: बुध, शुक्र, पृथ्वी, मंगल, बृहस्पति, शनि, यूरेनस और नेपच्यून।",0.13621953129768372
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,freedom_year__en,freedom_year,1947,"India gained independence in 1947, following a prolonged struggle for freedom led by leaders such as Mahatma G",0.379974901676178
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hi,freedom_year__hi,freedom_year,१९४७,"भारत को 1947 में स्वतंत्रता मिली, जो 15 अगस्त 1947 को प्राप्त हुई।",0.416219025850296
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,freedom_year__hinglish,freedom_year,1947,"1947, 15 अगस्त 1947 को भारत को आज़ादी मिली।",0.5110527276992798
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,water_formula__en,water_formula,H2O,The chemical formula of water is H₂O. It indicates that each molecule contains two hydrogen atoms bonded to one oxygen atom.,0.6674171686172485
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hi,water_formula__hi,water_formula,H2O,पानी का रासायनिक सूत्र H₂O है। यह दो हाइड्रोजन परमाणु और एक ऑक्सीजन परमाणु से बना होता है।,0.6981781721115112
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,water_formula__hinglish,water_formula,H2O,पानी का रासायनिक सूत्र H₂O है। यह दो हाइड्रोजन और एक ऑक्सीजन परमाणु से बना होता है।,0.7008075714111328
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,national_animal_india__en,national_animal_india,Bengal tiger,"The national animal of India is the Bengal tiger (Panthera tigris tigris). It symbolizes strength, grace, and the rich wildlife heritage of the country.",0.719008207321167
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hi,national_animal_india__hi,national_animal_india,बंगाल टाइगर,"भारत का राष्ट्रीय पशु बंगाल टाइगर है, जो देश के समृद्ध वन्यजीवन का प्रतीक माना जाता है।",0.7897162437438965
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,national_animal_india__hinglish,national_animal_india,Bengal tiger,भारत का राष्ट्रीय पशु बाघ है। यह देश के समृद्ध वन्यजीवन और सांस्कृतिक विरासत का प्रतीक माना जाता है।,0.6756805181503296
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,largest_ocean__en,largest_ocean,Pacific Ocean,"The Pacific Ocean is the largest ocean on Earth, covering about 46.6 million square miles and containing more than 30 % of the planet’s surface.",0.584586501121521
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hi,largest_ocean__hi,largest_ocean,प्रशांत महासागर,पृथ्वी का सबसे बड़ा महासागर प्रशांत महासागर है। यह दुनिया का सबसे बड़ा और गहरा महासागर है।,0.5554364323616028
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,largest_ocean__hinglish,largest_ocean,Prashant Mahasagar,"सबसे बड़ा महासागर प्रशांत महासागर (Pacific Ocean) है, जो पृथ्वी के कुल समुद्री क्षेत्र का लगभग 46% हिस्सा घेरता है।",0.010048450902104378
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,sun_rise_direction__en,sun_rise_direction,East,"The sun rises in the east, because the Earth rotates from west to east, making the sun appear to move across the eastern horizon.",0.6674855947494507
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hi,sun_rise_direction__hi,sun_rise_direction,पूर्व,सूर्य पूर्व दिशा में उगता है। यह पृथ्वी के घूर्णन के कारण होता है।,0.49195849895477295
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,sun_rise_direction__hinglish,sun_rise_direction,Purab,Suraj purvi (east) disha mein ugta hai. Isse din ki shuruaat hoti hai aur prakash ki pehli kiranen dharti par pahunchtī hain.,0.4444088935852051
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,days_in_leap_year__en,days_in_leap_year,366,A leap year has 366 days. The extra day is added to February to keep the calendar year synchronized with the astronomical year.,0.3389807939529419
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hi,days_in_leap_year__hi,days_in_leap_year,३६६,"एक लीप वर्ष में 366 दिन होते हैं, क्योंकि 29 फरवरी को जोड़कर सामान्य 365 दिनों से एक दिन अधिक हो जाता है।",0.4617658257484436
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,days_in_leap_year__hinglish,days_in_leap_year,366,"एक लीप वर्ष में 366 दिन होते हैं, क्योंकि फरवरी में एक अतिरिक्त दिन (29 फरवरी) जोड़ दिया जाता है।",0.499713271856308
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,father_of_nation_india__en,father_of_nation_india,Mahatma Gandhi,"Mahatma Gandhi is known as the Father of the Nation in India, having led the non‑violent struggle for independence from British rule.",0.8106710910797119
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,father_of_nation_india__hinglish,father_of_nation_india,Mahatma Gandhi,"भारत में राष्ट्रपिता के रूप में महात्मा गांधी को जाना जाता है, क्योंकि उन्होंने स्वतंत्रता संग्राम में अहिंसात्मक संघर्ष के माध्यम से देश को स्वतंत्रता दिलाई।",0.8271548748016357
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,boiling_point_water_c__en,boiling_point_water_c,100 degrees Celsius,Water boils at 100 °C at sea level. This is the standard boiling point under normal atmospheric pressure.,0.7070887088775635
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hi,boiling_point_water_c__hi,boiling_point_water_c,१०० डिग्री सेल्सियस,समुद्र तल पर पानी 100 °C पर उबलता है। यह मान मानक वायुमंडलीय दबाव (1 atm) पर लागू होता है।,0.7495028376579285
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,boiling_point_water_c__hinglish,boiling_point_water_c,100 degree Celsius,पानी समुद्र तल पर मानक वायुमंडलीय दाब (1 atm) पर 100 °C पर उबलता है।,0.7586193680763245
