encoder,gold_mode,variant,case_id,task_id,gold_text,answer,cosine_similarity
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,en,national_animal_india__en,national_animal_india,Bengal tiger,"The national animal of India is the Bengal tiger, chosen for its strength, beauty, and cultural significance.",0.7463358640670776
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hi,national_animal_india__hi,national_animal_india,Bengal tiger,"भारत का राष्ट्रीय पशु हाथी है, जिसे 1972 में राष्ट्रीय पशु घोषित किया गया था।",0.3380649983882904
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,national_animal_india__hinglish,national_animal_india,Bengal tiger,Bharat ka rashtriya pashu bhains (water buffalo) hai. Ye pashu desh ki arthavyavastha aur parampara mein bahut mahatvapurn hai.,0.47250133752822876
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,en,largest_ocean__en,largest_ocean,Pacific Ocean,"The Pacific Ocean is the largest ocean on Earth, covering about 63 million square miles (163 million km²). It stretches from the Arctic in the north to the Antarctic in the south, larger than all the Earth's landmasses combined.",0.6500738859176636
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hi,largest_ocean__hi,largest_ocean,Pacific Ocean,"पैसिफिक महासागर पृथ्वी का सबसे बड़ा महासागर है, जो लगभग 46.6 मिलियन वर्ग मील क्षेत्रफल को कवर करता है।",0.5389561653137207
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,largest_ocean__hinglish,largest_ocean,Pacific Ocean,Sabse bada mahasagar Pacific Ocean hai. Yeh dharti ke 46% surface area ko cover karta hai.,0.7102132439613342
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,en,sun_rise_direction__en,sun_rise_direction,East,"The sun rises in the east, because Earth rotates from west to east, making the sun appear to move across the eastern horizon.",0.6659791469573975
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hi,sun_rise_direction__hi,sun_rise_direction,East,"सूर्य पूर्व दिशा में उगता है, क्योंकि पृथ्वी अपने अक्ष पर घूर्णन करती है।",0.48388758301734924
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,sun_rise_direction__hinglish,sun_rise_direction,East,"Suraj purvi disha mein ugta hai, kyunki dharti apni dhur par ghuma kar subah ki taraf hoti hai.",0.1706370711326599
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,en,days_in_leap_year__en,days_in_leap_year,366,"A leap year has 366 days, because an extra day (February 29) is added to keep the calendar in sync with the Earth’s orbit.",0.4242557883262634
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hi,days_in_leap_year__hi,days_in_leap_year,366,एक लीप वर्ष में 366 दिन होते हैं। यह इसलिए होता है क्योंकि फरवरी में 29 दिन होते हैं।,0.4974667429924011
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,days_in_leap_year__hinglish,days_in_leap_year,366,"Leap year mein 366 din hote hain, kyunki February mein 29 din hote hain.",0.38158750534057617
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,en,father_of_nation_india__en,father_of_nation_india,Mahatma Gandhi,"Mahatma Gandhi is called the “Father of the Nation” in India, for leading the country’s non‑violent struggle for independence from British rule.",0.8119685649871826
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,father_of_nation_india__hinglish,father_of_nation_india,Mahatma Gandhi,Mahatma Gandhi ko Bharat ka rashtrapita mana jata hai. Unhone ahimsa aur satyagraha se desh ki azadi ki ladai ladhi.,0.7268165946006775
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,en,boiling_point_water_c__en,boiling_point_water_c,100 degrees Celsius,Water boils at 100 °C at sea level (standard atmospheric pressure of 1 atm).,0.724529504776001
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hi,boiling_point_water_c__hi,boiling_point_water_c,100 degrees Celsius,समुद्र तल पर पानी 100 डिग्री सेल्सियस पर उबलता है। यह मान मानक वायुमंडलीय दबाव (1 atm) पर लागू होता है।,0.7735410332679749
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,boiling_point_water_c__hinglish,boiling_point_water_c,100 degrees Celsius,"Pani samudra tal par 100 °C par ubalta hai, kyunki yeh standard atmospheric pressure (1 atm) par hota hai.",0.623164176940918
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,capital_maharashtra__en,capital_maharashtra,Mumbai,"Mumbai is the capital of Maharashtra, the most populous state in India.",0.787660539150238
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hi,capital_maharashtra__hi,capital_maharashtra,मुंबई,"महाराष्ट्र की राजधानी मुंबई है, जो भारत का एक प्रमुख आर्थिक केंद्र है।",0.78419429063797
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,capital_maharashtra__hinglish,capital_maharashtra,Mumbai,Maharashtra ki rajdhani Mumbai hai. Ye India ka financial capital bhi hai.,0.7509783506393433
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,planets_count__en,planets_count,Eight,"There are eight planets in our solar system—Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune. Pluto was reclassified as a dwarf planet in 2006, so it is no longer counted among the main planets.",0.4929555058479309
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hi,planets_count__hi,planets_count,आठ,"हमारे सौर मंडल में 8 ग्रह हैं: बुध, शुक्र, पृथ्वी, मंगल, बृहस्पति, शनि, यूरेनस और नेपच्यून। 2006 में प्लूटो को बौना ग्रह घोषित कर दिया गया, इसलिए अब इसे मुख्य ग्रहों में नहीं गिना जाता।",0.4451725482940674
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,planets_count__hinglish,planets_count,Aath,Hamare Saur Mandal mein 8 grah hain. 2015 se Pluto ko dwarf planet gina jata hai.,0.38424935936927795
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,freedom_year__en,freedom_year,1947,"India gained independence in 1947, ending nearly 200 years of British colonial rule.",0.44390803575515747
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hi,freedom_year__hi,freedom_year,१९४७,"भारत को 1947 में स्वतंत्रता मिली, 15 अगस्त को आज़ादी का दिन मनाया जाता है।",0.36127620935440063
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,freedom_year__hinglish,freedom_year,1947,"Bharat ko 1947 mein aazadi mili, 15 August ko. Yeh din aaj bhi Independence Day ke roop mein manaya jata hai.",0.5132616758346558
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,water_formula__en,water_formula,H2O,"The chemical formula of water is **H₂O**, indicating that each molecule contains two hydrogen atoms bonded to one oxygen atom.",0.7092037200927734
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hi,water_formula__hi,water_formula,H2O,"पानी का रासायनिक सूत्र **H₂O** है, अर्थात् दो हाइड्रोजन और एक ऑक्सीजन परमाणु से बना होता है.",0.7340093851089478
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,water_formula__hinglish,water_formula,H2O,Pani ka rasayanik sutra H₂O hai. Isme do hydrogen atoms aur ek oxygen atom hota hai.,0.7721322774887085
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,national_animal_india__en,national_animal_india,Bengal tiger,"The national animal of India is the Bengal tiger, chosen for its strength, beauty, and cultural significance.",0.7463358640670776
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hi,national_animal_india__hi,national_animal_india,बंगाल टाइगर,"भारत का राष्ट्रीय पशु हाथी है, जिसे 1972 में राष्ट्रीय पशु घोषित किया गया था।",0.37075433135032654
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,national_animal_india__hinglish,national_animal_india,Bengal tiger,Bharat ka rashtriya pashu bhains (water buffalo) hai. Ye pashu desh ki arthavyavastha aur parampara mein bahut mahatvapurn hai.,0.47250133752822876
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,largest_ocean__en,largest_ocean,Pacific Ocean,"The Pacific Ocean is the largest ocean on Earth, covering about 63 million square miles (163 million km²). It stretches from the Arctic in the north to the Antarctic in the south, larger than all the Earth's landmasses combined.",0.6500738859176636
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hi,largest_ocean__hi,largest_ocean,प्रशांत महासागर,"पैसिफिक महासागर पृथ्वी का सबसे बड़ा महासागर है, जो लगभग 46.6 मिलियन वर्ग मील क्षेत्रफल को कवर करता है।",0.40480414032936096
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,largest_ocean__hinglish,largest_ocean,Prashant Mahasagar,Sabse bada mahasagar Pacific Ocean hai. Yeh dharti ke 46% surface area ko cover karta hai.,0.2221255600452423
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,sun_rise_direction__en,sun_rise_direction,East,"The sun rises in the east, because Earth rotates from west to east, making the sun appear to move across the eastern horizon.",0.6659791469573975
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hi,sun_rise_direction__hi,sun_rise_direction,पूर्व,"सूर्य पूर्व दिशा में उगता है, क्योंकि पृथ्वी अपने अक्ष पर घूर्णन करती है।",0.4743233025074005
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,sun_rise_direction__hinglish,sun_rise_direction,Purab,"Suraj purvi disha mein ugta hai, kyunki dharti apni dhur par ghuma kar subah ki taraf hoti hai.",0.42757174372673035
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,days_in_leap_year__en,days_in_leap_year,366,"A leap year has 366 days, because an extra day (February 29) is added to keep the calendar in sync with the Earth’s orbit.",0.4242557883262634
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hi,days_in_leap_year__hi,days_in_leap_year,३६६,एक लीप वर्ष में 366 दिन होते हैं। यह इसलिए होता है क्योंकि फरवरी में 29 दिन होते हैं।,0.4805656969547272
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,days_in_leap_year__hinglish,days_in_leap_year,366,"Leap year mein 366 din hote hain, kyunki February mein 29 din hote hain.",0.38158750534057617
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,father_of_nation_india__en,father_of_nation_india,Mahatma Gandhi,"Mahatma Gandhi is called the “Father of the Nation” in India, for leading the country’s non‑violent struggle for independence from British rule.",0.8119685649871826
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,father_of_nation_india__hinglish,father_of_nation_india,Mahatma Gandhi,Mahatma Gandhi ko Bharat ka rashtrapita mana jata hai. Unhone ahimsa aur satyagraha se desh ki azadi ki ladai ladhi.,0.7268165946006775
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,en,boiling_point_water_c__en,boiling_point_water_c,100 degrees Celsius,Water boils at 100 °C at sea level (standard atmospheric pressure of 1 atm).,0.724529504776001
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hi,boiling_point_water_c__hi,boiling_point_water_c,१०० डिग्री सेल्सियस,समुद्र तल पर पानी 100 डिग्री सेल्सियस पर उबलता है। यह मान मानक वायुमंडलीय दबाव (1 atm) पर लागू होता है।,0.7659718990325928
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,hinglish,boiling_point_water_c__hinglish,boiling_point_water_c,100 degree Celsius,"Pani samudra tal par 100 °C par ubalta hai, kyunki yeh standard atmospheric pressure (1 atm) par hota hai.",0.6269859075546265
